haloID mh rh halo_x halo_y halo_z
28000000000053 614174425088 179.171 9.4129 19.5941 18.7426
28000000000046 611303620608 178.884 16.6463 21.0137 15.1250
28000000000044 599065362432 177.685 13.2355 11.7689 14.6573
28000100000000 532917977088 170.890 14.0353 17.3726 18.3572
28000000000056 517890899968 169.257 6.9342 23.4644 10.8045
28000100000003 502776987648 167.595 19.8568 2.4474 16.5945
28000100000002 497518575616 167.020 10.3107 16.9914 0.2545
28000100000001 492888326144 166.499 10.3386 3.7818 12.5597
28000100000004 485857722368 165.697 21.1458 11.1393 21.7764
28000000000057 485390123008 165.652 6.0708 12.6063 9.8806
28000000000043 455018086400 162.120 14.6590 13.2047 11.3840
28000000000050 448744423424 161.369 1.8550 22.3086 15.9744
28000100000009 443042037760 160.682 11.4055 4.1899 9.8832
28000100000013 442331987968 160.596 19.9738 19.9848 15.2812
28000100000014 439840964608 160.294 6.7985 3.1330 13.5404
28000100000012 425562865664 158.544 13.3254 6.1320 2.8924
28000100000011 421234671616 158.003 19.6884 15.7689 12.5004
28000100000007 417327906816 157.516 11.8755 5.6473 11.2639
28000100000017 405893939200 156.059 20.9161 20.1861 16.6657
28000100000006 404089864192 155.824 13.2504 20.9339 22.9064
28000100000010 393367552000 154.440 0.6689 17.6154 21.3769
28000100000021 386524315648 153.539 11.6186 6.7950 11.5516
28000100000023 376633556992 152.218 11.6641 5.1194 11.2269
28000000000058 372993196032 151.724 0.4691 13.9149 10.1646
28000000000055 371688210432 151.549 15.5069 15.0575 19.6592
28000100000016 371390611456 151.505 10.3340 9.6188 12.7216
28000100000022 369366007808 151.229 14.4716 3.8563 6.1517
28000100000020 359362854912 149.855 7.6618 6.7163 9.1814
28000100000019 356764319744 149.491 9.9963 18.2024 22.3513
28000100000025 343416602624 147.602 7.1800 1.1701 10.7508
28000100000033 335053848576 146.398 24.9667 17.3349 0.0513
28000100000034 331322195968 145.857 3.1135 6.4242 14.0586
28000100000026 325316542464 144.969 2.6292 15.9729 8.5303
28000100000040 315021230080 143.424 16.2685 8.8799 14.4097
28000100000005 313139527680 143.127 13.0151 11.1198 12.0526
28000100000027 307801391104 142.318 0.7891 22.9939 15.1240
28000100000035 302867316736 141.546 17.7343 13.4531 10.7450
28000100000031 299732238336 141.057 16.9588 0.1053 5.5661
28000100000037 296594604032 140.569 23.2894 21.6904 17.9902
28000100000042 295530692608 140.401 10.9780 17.2785 2.9344
28000100000028 292153393152 139.863 6.6465 22.6347 12.7519
28000100000008 288532889600 139.279 0.0817 6.5980 14.6247
28000100000018 284149088256 138.572 6.5003 20.8074 17.9602
28000100000030 283274706944 138.423 9.3641 17.7426 7.9103
28000100000043 282579009536 138.316 11.1792 10.8557 10.7137
28000100000029 279852908544 137.870 14.8968 11.0628 9.4282
28000100000038 277379153920 137.457 18.6193 21.3294 16.1956
28000100000036 266051944448 135.564 4.7216 21.5910 7.0538
28000100000039 265386065920 135.451 13.6328 10.0696 8.5243
28000100000050 265310699520 135.441 12.8665 0.6175 15.2024
28000100000053 264864743424 135.360 8.8870 13.9298 13.6923
28000100000046 263905345536 135.200 8.1922 19.2426 20.1488
28000100000044 258501246976 134.268 18.5781 19.5911 14.1834
28000100000024 242547032064 131.446 10.8595 18.2832 20.3075
28000100000054 233032990720 129.706 24.0735 16.2360 2.6839
28000100000052 230994526208 129.325 16.1706 16.2695 10.7732
28000100000057 230437781504 129.228 7.4049 20.0998 19.5215
28000100000041 224515522560 128.109 10.4205 18.4311 21.4854
28000200000001 223631704064 127.943 0.9801 2.6089 18.7108
28000100000015 219606401024 127.165 17.7980 18.5539 13.2002
28000200000004 216745164800 126.615 7.5107 15.1514 12.7303
28000100000049 214249537536 126.120 11.7361 5.5930 11.9730
28000200000000 213948776448 126.064 6.9361 14.2547 12.8555
28000100000051 213283749888 125.938 9.8427 13.8930 6.3495
28000200000010 211367886848 125.557 3.3408 18.7211 4.9155
28000200000009 204894748672 124.258 14.8864 15.9865 19.1654
28000100000055 204880117760 124.255 9.0801 19.1699 18.9791
28000100000056 204387500032 124.158 11.2642 17.5019 21.5659
28000200000008 201463857152 123.566 15.2623 16.1368 12.4442
28000200000006 196774051840 122.591 16.4186 1.0011 21.4382
28000100000047 196241276928 122.485 24.8476 22.6021 17.0606
28000200000003 194952757248 122.221 14.8253 8.4020 2.1561
28000200000022 192874168320 121.778 17.4216 20.0219 14.7754
28000200000015 191870779392 121.573 9.5044 12.9237 4.2501
28000200000023 187301494784 120.597 4.8105 18.1879 1.7829
28000200000002 186155171840 120.356 16.4568 0.9047 22.8340
28000200000017 184892030976 120.078 12.3413 20.2781 13.7587
28000200000012 183787700224 119.834 8.2442 20.2853 21.3968
28000200000019 182341173248 119.526 14.2319 11.1170 4.6789
28000200000018 178886049792 118.760 2.8471 21.3774 18.2058
28000200000011 176490512384 118.234 10.1888 18.6272 22.2103
28000200000013 174274887680 117.737 2.2903 18.0803 4.7164
28000200000032 172588711936 117.352 15.1989 15.0035 9.6566
28000200000025 171139284992 117.021 3.8524 12.7632 11.2746
28000200000028 168504049664 116.417 22.8290 19.4098 18.3476
28000200000007 160131317760 114.461 8.2421 12.6299 6.9250
28000200000030 159310823424 114.262 3.6089 22.2610 15.7188
28000100000045 157257973760 113.767 21.1035 9.5365 15.5980
28000100000032 155483521024 113.343 14.2711 2.3764 11.7063
28000200000035 152981520384 112.731 2.0572 10.5348 8.5999
28000200000036 151808704512 112.442 10.1540 21.1879 12.1110
28000200000043 151116087296 112.265 1.3354 11.4490 21.1048
28000200000021 149342273536 111.826 7.2732 12.9258 23.8660
28000200000038 148313849856 111.570 18.3121 11.9494 18.8845
28000200000020 148173750272 111.537 23.8268 6.4437 15.8469
28000200000026 146755960832 111.178 11.0440 5.6506 8.2648
28000200000039 146706874368 111.169 1.0598 22.1456 16.4950
28000100000058 146299404288 111.061 14.0837 1.6173 11.1333
28000200000044 144204791808 110.531 13.8281 10.4402 7.6629
28000200000024 143151857664 110.259 5.6294 9.9017 8.1195
28000200000027 142375616512 110.066 5.4962 12.3883 23.1661
28000200000045 141674283008 109.879 12.7966 16.0948 20.8829
28000200000033 141403045888 109.809 13.5522 8.4253 3.8502
28000200000047 140484182016 109.569 24.8691 18.0407 2.0880
28000200000040 139512168448 109.316 16.1875 23.8262 7.8519
28000200000014 139142987776 109.222 24.3581 20.9402 24.1735
28000200000046 137063948288 108.677 2.7494 12.7901 22.0698
28000200000029 136075599872 108.414 2.6131 22.1642 15.9535
28000200000037 130550849536 106.923 7.0067 20.1502 11.7589
28000200000057 128872669184 106.468 22.0549 20.8519 17.0891
28000300000002 128260186112 106.300 6.5196 22.6326 10.2024
28000300000001 127926108160 106.205 2.2117 13.9285 12.7866
28000300000006 125705289728 105.589 7.6621 18.1965 22.9277
28000300000013 122555916288 104.697 11.7104 17.0288 7.5785
28000200000041 122306109440 104.626 21.0130 5.9492 14.6640
28000300000003 121003024384 104.250 10.6682 18.7402 21.6589
28000200000053 120677974016 104.162 13.0724 11.2123 13.4504
28000300000010 118271737856 103.461 14.9770 4.8713 0.8060
28000200000034 118130401280 103.422 9.2899 17.2401 14.8697
28000300000000 117656657920 103.281 15.1245 24.5184 20.7324
28000200000052 116656234496 102.988 24.9283 17.4367 23.9408
28000200000049 116489478144 102.940 15.1702 1.7324 13.0213
28000300000009 115560292352 102.668 19.1255 17.0500 18.0481
28000200000048 115174776832 102.554 23.5840 22.0175 17.6260
28000200000055 114473951232 102.347 0.7605 7.5908 14.4307
28000300000011 113332281344 102.006 0.0253 17.1642 0.7734
28000300000015 112853966848 101.861 9.2291 17.7239 4.2437
28000300000007 112400228352 101.724 12.8410 10.6887 12.9987
28000300000017 112299999232 101.691 14.7855 12.1519 0.2862
28000300000016 110409842688 101.120 16.0949 10.1443 23.8484
28000200000051 110115487744 101.027 19.2816 12.7448 18.1182
28000300000004 109352247296 100.797 3.0190 14.3107 12.2693
28000200000031 109082288128 100.708 16.3826 13.2596 9.8474
28000200000058 108810321920 100.627 16.3079 0.5740 4.6055
28000300000014 108382740480 100.497 9.8668 20.7778 8.6380
28000200000050 108162842624 100.427 3.3464 24.8159 14.4360
28000300000021 107718983680 100.285 5.8783 12.9681 13.8099
28000300000035 106152206336 99.799 15.3658 24.2383 8.8023
28000300000019 105742467072 99.667 11.3355 19.0493 17.9091
28000300000026 103719092224 99.031 0.9325 17.2540 4.6775
28000300000008 102900260864 98.770 16.9400 23.6460 3.4178
28000200000016 101979381760 98.473 15.8556 24.7237 0.7480
28000300000018 101978710016 98.471 19.0816 11.8656 18.2970
28000300000032 101754560512 98.400 20.6840 16.4879 13.5855
28000300000029 100761149440 98.078 5.7458 13.3147 10.3743
28000300000040 100704149504 98.064 20.7123 11.2221 16.1623
28000300000023 100568096768 98.018 19.1842 12.7103 20.8158
28000300000037 100452188160 97.982 8.1549 3.8496 10.7020
28000300000039 99512860672 97.677 11.4053 1.5877 14.4086
28000300000036 98729295872 97.420 2.5710 20.8229 21.8514
28000300000022 98283397120 97.268 9.1612 19.3329 21.1362
28000300000005 97454243840 96.998 15.8743 2.6461 22.4618
28000300000024 97378369536 96.969 15.3836 11.5730 8.6906
28000300000030 96645070848 96.728 15.4642 2.4798 24.2553
28000300000033 95192670208 96.240 15.5227 8.9546 1.2097
28000300000054 94811013120 96.113 12.8648 8.9053 8.4563
28000300000025 94316871680 95.943 0.5005 14.5799 12.7210
28000300000058 93146783744 95.546 3.8443 23.2699 12.6027
28000300000042 93026828288 95.500 0.9227 3.4180 18.8671
28000300000049 92810788864 95.431 19.2612 23.5982 0.0337
28000300000044 92760006656 95.417 21.1615 8.8366 15.4813
28000200000042 92754706432 95.410 12.3884 6.5073 10.9023
28000300000038 92371083264 95.277 8.0814 16.4411 11.2418
28000300000050 92114960384 95.193 15.1724 10.4106 9.7719
28000400000001 91671650304 95.042 22.4694 7.6165 22.3174
28000300000047 90688602112 94.698 14.7263 22.2435 5.8409
28000300000027 90568138752 94.656 16.2225 9.0355 8.6992
28000300000051 88903819264 94.075 2.2174 24.9031 15.1043
28000400000011 88498708480 93.929 16.9207 0.6798 3.9516
28000400000016 87965057024 93.740 8.2292 17.4534 9.5440
28000400000004 87936131072 93.730 14.1809 10.4300 9.3449
28000300000053 87196532736 93.466 14.9696 22.5267 17.0217
28000300000057 86412886016 93.185 24.5039 22.0011 16.9129
28000400000007 86300590080 93.146 0.7623 1.1015 18.3320
28000300000056 85992677376 93.035 6.9646 15.2588 10.6735
28000300000045 85353103360 92.801 18.6719 18.9011 14.8081
28000300000046 85245902848 92.761 13.2041 0.3010 9.9039
28000400000009 85047255040 92.690 19.0121 16.6311 12.6151
28000400000010 84660338688 92.547 2.4080 20.1836 6.8807
28000400000018 84070703104 92.334 23.3699 13.4653 10.6902
28000200000056 82735046656 91.843 13.5307 12.0223 15.5156
28000400000047 79657787392 90.691 9.6207 3.5873 4.9397
28000400000031 79603728384 90.672 18.8977 5.1406 17.0690
28000400000015 79319031808 90.565 21.0017 23.6413 17.2981
28000400000002 79093039104 90.479 0.3668 17.6668 3.3423
28000400000008 78970421248 90.428 22.2645 24.6445 16.5448
28000400000024 78941216768 90.418 24.9711 15.0593 12.5899
28000100000048 78310850560 90.177 4.3841 22.7012 13.1278
28000400000005 78055776256 90.076 12.1507 11.4417 14.0649
28000300000055 77161160704 89.732 10.6336 17.5928 0.1085
28000400000038 76995551232 89.672 17.2987 16.9365 23.9545
28000400000026 76944220160 89.650 21.4181 6.6574 15.3343
28000400000028 76712271872 89.555 14.7404 8.5355 1.7859
28000400000032 76138455040 89.336 0.9807 14.1804 10.1949
28000400000014 76016082944 89.283 7.7705 12.5877 7.5503
28000400000037 75947999232 89.257 13.0620 23.0347 10.2941
28000400000025 75556839424 89.105 13.1305 13.3457 15.9893
28000300000048 75127119872 88.939 0.7864 17.4343 3.8153
28000400000035 75011309568 88.891 16.3908 8.9450 13.4557
28000400000027 74828963840 88.824 16.0395 9.2440 3.9152
28000400000039 74443702272 88.671 5.2694 23.8852 3.6280
28000400000043 73662570496 88.360 20.0884 16.5710 13.4868
28000400000030 73181724672 88.166 3.8248 0.8226 7.9944
28000400000013 73117859840 88.139 18.1074 9.7587 22.4381
28000400000012 72997699584 88.085 20.6515 21.4196 16.6185
28000500000000 72983724032 88.084 1.9543 13.9890 11.9942
28000500000008 72693006336 87.966 5.3720 24.1790 11.2531
28000400000017 72440193024 87.865 0.7551 11.8325 14.0371
28000500000004 72406654976 87.849 20.2267 14.5775 19.7583
28000400000023 71465336832 87.466 17.0888 23.8902 2.6781
28000500000007 71016972288 87.283 5.4827 24.0200 5.2989
28000400000022 70320562176 86.996 23.1145 16.0159 12.9715
28000300000028 70006751232 86.869 12.1013 16.3623 22.0064
28000300000034 69189984256 86.529 21.9811 11.2354 21.6805
28000400000046 69163425792 86.516 22.8021 22.7782 16.9200
28000400000050 69025816576 86.466 13.2725 7.5117 4.8425
28000400000034 68959240192 86.432 16.0337 1.5887 23.3852
28000400000040 68763000832 86.349 18.7204 21.5742 15.9090
28000500000020 68617715712 86.288 15.2830 11.7173 19.2479
28000500000023 68381057024 86.191 1.4286 23.2404 20.1984
28000500000010 68038905856 86.046 7.7609 13.4087 8.4723
28000500000018 67738705920 85.921 15.1447 15.6362 9.9708
28000400000042 66814058496 85.526 13.3444 17.9167 17.9920
28000500000016 66278141952 85.303 3.6174 22.4801 13.7422
28000400000055 66182660096 85.259 16.0922 20.2462 10.5221
28000400000051 65924251648 85.149 15.1086 12.2423 7.5817
28000500000025 65381986304 84.912 11.4539 17.0053 1.1932
28000400000058 64821092352 84.671 5.7559 14.8922 11.8597
28000500000015 64656916480 84.602 21.2508 15.8317 19.8395
28000300000020 64641007616 84.590 9.6568 8.6375 9.3103
28000500000017 64554463232 84.553 6.4345 17.9878 23.2885
28000400000021 64130945024 84.368 19.2420 0.7333 8.3780
28000500000011 64058052608 84.336 16.6212 5.3722 21.9021
28000500000006 63991492608 84.309 16.8589 9.1668 15.9953
28000500000046 63777697792 84.216 15.9288 22.2647 17.2413
28000500000012 63648976896 84.159 12.6490 17.1314 17.3919
28000200000005 63528882176 84.101 3.2214 22.3374 15.8838
28000400000056 63450845184 84.067 14.4763 8.9482 10.2235
28000500000014 63192997888 83.951 22.8870 17.5348 19.6720
28000500000041 63163035648 83.940 23.6210 12.9517 9.9324
28000500000047 63143989248 83.936 23.2776 20.9256 17.9681
28000500000003 62674722816 83.721 1.8836 14.0931 10.8874
28000400000036 62007418880 83.430 13.8716 9.7659 4.0221
28000500000029 61743226880 83.304 14.7480 24.0728 10.8802
28000400000048 61656514560 83.272 21.0611 5.5127 15.1204
28000500000036 61403389952 83.153 9.8702 17.5375 3.1767
28000500000045 61147996160 83.038 8.1893 23.0793 10.0156
28000500000030 60819025920 82.891 23.6218 19.3080 18.6524
28000500000026 60670332928 82.819 19.6586 7.0553 13.7191
28000400000006 60416778240 82.708 18.3337 12.3224 19.3097
28000500000035 60145860608 82.585 2.6615 24.7732 20.8894
28000500000057 59812200448 82.434 24.2626 13.5020 10.5574
28000500000044 59291480064 82.192 9.5743 7.0293 10.6419
28000600000009 59243315200 82.170 14.9664 8.5108 0.3792
28000500000051 59016675328 82.063 22.2835 22.6912 17.0471
28000400000044 58943025152 82.026 11.1352 18.2105 19.8881
28000500000028 58680414208 81.905 8.1832 1.8138 13.4875
28000500000054 58138259456 81.656 0.0984 17.1700 5.6707
28000500000043 58116067328 81.640 15.9401 24.7658 4.8266
28000300000041 57869774848 81.528 24.1534 6.9502 15.6539
28000500000032 57710374912 81.453 10.5410 15.6608 4.7875
28000600000027 57236742144 81.228 14.1593 16.1708 9.0153
28000500000050 56851349504 81.044 9.6174 6.2263 10.9296
28000400000052 56556851200 80.905 20.1857 13.3000 21.1183
28000500000052 56293883904 80.782 7.8343 13.5454 14.4370
28000600000008 55957471232 80.622 23.5383 17.1969 20.2428
28000600000013 55889018880 80.588 20.1701 10.5489 16.5450
28000600000004 55680262144 80.487 11.0187 19.0528 1.1145
28000500000039 55666745344 80.476 12.2697 16.5673 0.5373
28000600000000 55617970176 80.457 10.7417 17.9553 5.3648
28000600000025 55509630976 80.402 18.0358 4.4660 18.9911
28000500000055 55151443968 80.227 13.3516 13.8658 16.3118
28000500000009 54895456256 80.107 11.6273 4.7888 8.8711
28000500000056 54824767488 80.074 23.9251 21.5421 21.5625
28000500000049 54573527040 79.951 12.5076 6.2659 10.5007
28000600000007 54547689472 79.935 17.0386 9.0039 23.2440
28000600000024 54362710016 79.845 11.7583 20.0734 15.7609
28000400000029 54125195264 79.731 16.7871 23.6599 17.9628
28000600000033 53314568192 79.328 7.5820 10.5917 12.6711
28000600000011 53313736704 79.333 14.5420 13.3085 7.6728
28000400000054 52558721024 78.955 14.9576 20.7941 10.1174
28000500000034 52362125312 78.854 21.0410 18.6488 17.9434
28000600000012 52191252480 78.767 11.0525 18.3374 19.5752
28000400000033 52172591104 78.760 11.0605 20.1468 9.3790
28000600000017 51827847168 78.582 18.7137 0.5632 7.6718
28000600000005 51801796608 78.574 16.4716 7.0165 14.8309
28000400000020 51535429632 78.435 24.8668 21.9661 16.9569
28000300000043 51452776448 78.395 23.7930 18.1104 19.7399
28000600000015 51208409088 78.274 17.1429 9.4709 16.3083
28000600000014 51196256256 78.268 4.1970 3.0885 14.1977
28000300000031 50913304576 78.122 22.2020 17.1364 19.2794
28000600000020 50809667584 78.064 14.5622 15.8239 9.4148
28000600000002 50030612480 77.667 16.6346 0.5711 23.9135
28000600000035 50020409344 77.660 15.5057 20.9552 15.1483
28000600000040 49871634432 77.581 0.0487 20.4662 17.7132
28000600000048 49597587456 77.440 7.3832 0.3868 11.8818
28000600000051 49577721856 77.433 2.5755 20.7410 20.0949
28000700000009 49074475008 77.168 7.6900 4.4539 12.8469
28000600000041 48632643584 76.936 8.3748 12.7116 1.8670
28000600000049 48321077248 76.771 24.8125 17.8996 22.3168
28000700000002 47842869248 76.521 10.0897 11.7523 4.6531
28000700000018 47692775424 76.436 15.6913 6.7915 14.5948
28000400000053 47658098688 76.417 7.8362 20.7117 20.4548
28000500000058 47441891328 76.304 6.7800 12.5828 24.0577
28000700000026 47291207680 76.224 7.6673 11.4181 9.0747
28000700000005 46804066304 75.959 3.6071 20.4213 20.0988
28000700000000 46630625280 75.863 24.2224 16.6260 7.2868
28000700000003 46609977344 75.852 4.1527 13.7328 23.0381
28000600000056 46516084736 75.805 13.0216 13.6101 16.2349
28000600000032 46434844672 75.756 10.1687 18.6890 16.5310
28000600000018 46396293120 75.739 7.4244 12.4500 8.0221
28000600000026 46254465024 75.660 16.2206 9.3585 4.2223
28000600000042 46115643392 75.583 13.1791 20.5468 19.0815
28000700000013 44520112128 74.707 14.0724 12.7953 7.8428
28000500000013 44456185856 74.668 7.4627 19.0015 11.3906
28000600000006 44028080128 74.427 14.2843 6.1473 13.7213
28000600000052 43769655296 74.284 17.2184 21.4591 16.0959
28000600000034 43041787904 73.870 3.3681 13.5550 11.2096
28000600000019 42881835008 73.776 0.8634 21.7433 18.5174
28000700000042 42691997696 73.668 9.4071 5.6185 11.2704
28000300000052 42627436544 73.631 15.2798 22.0500 16.3011
28000700000022 42592935936 73.607 7.1581 2.7327 10.3976
28000700000010 42388643840 73.495 5.1888 3.5641 13.7017
28000700000021 42278146048 73.430 24.3942 5.9754 15.0940
28000700000024 42168975360 73.362 11.6132 14.6579 6.4648
28000700000048 42056679424 73.297 14.4476 14.1337 23.7033
28000700000006 42015789056 73.276 19.2993 1.3975 17.1213
28000700000012 41712349184 73.098 7.4323 12.9120 24.5770
28000700000017 40888762368 72.612 7.3966 2.5685 10.0505
28000700000007 40350556160 72.294 11.9680 20.5248 13.3665
28000800000001 39832645632 71.983 5.2866 17.6261 23.2259
28000700000020 39707222016 71.911 4.9953 23.0090 15.1124
28000700000049 39211114496 71.606 2.3540 24.4028 15.0012
28000700000032 38535323648 71.194 23.5815 21.9362 19.6894
28000800000015 38328389632 71.065 22.6333 24.3786 15.8196
28000700000039 38147731456 70.954 20.2686 12.4438 12.3904
28000800000009 37995962368 70.862 0.1040 18.8050 19.7199
28000800000003 37962092544 70.842 24.0826 1.1183 14.1968
28000700000044 37935263744 70.821 1.0544 1.7526 18.5437
28000600000053 37158346752 70.337 3.0063 11.8259 21.8073
28000800000041 37128077312 70.318 1.5695 24.2460 15.1701
28000600000046 36899147776 70.172 11.4555 19.6327 17.4955
28000600000029 36650082304 70.012 9.2807 3.1630 5.0309
28000800000038 35398512640 69.205 19.8938 20.8723 15.7304
28000500000021 35083476992 69.000 11.1047 20.1154 9.6351
28000700000023 34771648512 68.798 21.6899 15.6026 12.6631
28000500000024 34411364352 68.559 3.9841 12.2185 11.5009
28000800000045 33998438400 68.283 7.7434 5.6644 9.8139
28000800000023 33768370176 68.129 16.2933 0.7745 24.0367
28000900000012 33559924736 67.986 21.3493 24.7493 16.5304
28000900000034 33468626944 67.928 24.1001 1.0331 14.3823
28000900000019 32127625216 67.008 8.8241 11.9372 3.8919
28000900000010 30724966400 66.014 5.0571 24.6222 10.6658
28000900000016 30194466816 65.636 8.4536 12.8400 6.7319
28000700000052 29425324032 65.074 13.7281 8.4318 10.1366
28000900000001 29063833600 64.805 5.4772 21.8224 13.6719
28000900000018 27716608000 63.786 13.2837 9.5685 8.8194
28001000000039 27555682304 63.663 2.0021 11.7697 21.4699
28001000000029 27290247168 63.459 4.2573 21.5428 14.4643
28001000000041 26709172224 63.004 11.2903 20.3466 11.4085
28001000000046 26063482880 62.492 17.1895 5.3184 21.0150
28000800000026 24344377344 61.087 12.8458 7.3924 4.6408
28001200000019 20915376128 58.071 14.2499 8.3274 3.2144
28000900000053 20390279168 57.583 16.5184 23.5031 17.6778
28001300000006 15275976704 52.300 17.1012 0.1133 17.5468
28001700000050 13688720384 50.423 10.1735 16.7037 4.4089
28001800000003 12634272768 49.089 23.1015 24.5306 16.5300
28002500000000 9384756224 44.459 9.6768 19.6037 18.8200
