haloID mh rh halo_x halo_y halo_z gal_x gal_y gal_z spin_x spin_y spin_z
21 9679084590168 651.690 82.6650 0.6150 53.3880 82.5820 0.6740 53.3330 -106.701 -106.701 -106.701
28 9339348333074 643.960 23.3670 100.6300 0.5060 23.3750 100.6340 0.5010 1.066 1.066 1.066
24 9097819826547 638.390 39.4680 50.8950 64.0770 39.4510 50.8650 64.1420 24.621 24.621 24.621
32 9086748739172 638.110 42.2190 25.7020 44.9800 42.2240 25.6890 44.9830 -1.049 -1.049 -1.049
30 8867073246530 632.930 38.0260 53.8150 66.3740 38.0320 53.8320 66.4000 13.095 13.095 13.095
37 8572797398714 625.850 77.9070 102.0320 18.3920 77.9030 102.0320 18.4030 12.591 12.591 12.591
18 8352972850357 620.450 34.6270 73.6120 73.7990 34.3510 73.4320 73.5510 -1.432 -1.432 -1.432
12 8320396188332 619.640 34.4400 74.9150 69.8810 35.1890 74.9750 69.7220 1.957 1.957 1.957
20 8282606703150 618.700 70.9510 96.4040 30.9620 70.9210 96.2750 31.1530 216.386 216.386 216.386
42 8166592285709 615.820 54.1130 106.5380 48.8380 54.1030 106.5490 48.8370 -1.756 -1.756 -1.756
35 8101620274446 614.160 8.0970 77.9180 56.0740 8.1030 77.9110 56.0720 3.786 3.786 3.786
25 7936543948692 609.960 15.8290 44.1740 106.8790 15.8200 44.1680 106.9190 -10.842 -10.842 -10.842
40 7730457824445 604.640 63.4820 51.7410 85.4280 63.4820 51.7340 85.4250 0.137 0.137 0.137
29 7594997933218 601.080 29.4270 32.7140 79.4760 29.4320 32.7290 79.4910 -37.510 -37.510 -37.510
55 7493660857427 598.400 107.2290 25.4610 36.0900 107.2480 25.4730 36.0910 13.952 13.952 13.952
51 7355551163340 594.700 29.9780 83.4050 91.2350 29.9730 83.4060 91.2360 7.173 7.173 7.173
36 7329946180046 594.010 11.5110 75.1840 62.6450 11.5360 75.1680 62.6720 0.614 0.614 0.614
57 7281057543578 592.700 43.2050 98.6240 77.4950 43.2120 98.6430 77.4970 -22.897 -22.897 -22.897
64 7073728727432 587.010 46.6670 2.1890 109.9340 46.6790 2.1720 109.9420 14.440 14.440 14.440
54 6928333548999 582.970 60.2190 33.2630 72.6540 60.2400 33.2650 72.6460 -1.301 -1.301 -1.301
